"","study","studySub","species","sp","site","era","date","nest1","nest2","nest3","nest3note","sampleUnit","size1mm","habitat","tideHTm","lat","long","Shaw_hab","notes","notes2","size1mm_rand","year"
"250","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.8,2017
"251","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",22.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",22.6,2017
"252","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",28.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.6,2017
"253","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",23.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",23.8,2017
"254","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.5,2017
"255","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28,2017
"256","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",24.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.4,2017
"257","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",29.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.9,2017
"258","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",28.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.7,2017
"259","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",23.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",23.5,2017
"260","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.7,2017
"261","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.9,2017
"262","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",25.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.6,2017
"263","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.5,2017
"264","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",24.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.2,2017
"265","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.3,2017
"266","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.5,2017
"267","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",22.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",22.2,2017
"268","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.1,2017
"269","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.3,2017
"270","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.3,2017
"271","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.1,2017
"272","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31,2017
"273","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",25.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.5,2017
"274","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.1,2017
"275","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.3,2017
"276","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",26.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.6,2017
"277","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.9,2017
"278","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",25.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.5,2017
"279","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",22.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",22.8,2017
"280","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",23.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",23.8,2017
"281","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.1,2017
"282","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.1,2017
"283","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",40.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.3,2017
"284","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.9,2017
"285","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44,2017
"286","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",43.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.1,2017
"287","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",26.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.3,2017
"288","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.5,2017
"289","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",46.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",46.9,2017
"290","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.9,2017
"291","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.5,2017
"292","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.4,2017
"293","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.8,2017
"294","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.6,2017
"295","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.6,2017
"296","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.9,2017
"297","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.8,2017
"298","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.4,2017
"299","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.5,2017
"300","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.5,2017
"301","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27,2017
"302","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",45.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",45.7,2017
"303","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",45.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",45.6,2017
"304","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.4,2017
"305","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.4,2017
"306","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35,2017
"307","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",48.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",48.1,2017
"308","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.8,2017
"309","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.7,2017
"310","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.9,2017
"311","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.1,2017
"312","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",43.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.2,2017
"313","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.5,2017
"314","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",41.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.8,2017
"315","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",31.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.1,2017
"316","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.3,2017
"317","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.4,2017
"318","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.6,2017
"319","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38,2017
"320","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",42.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.3,2017
"321","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.2,2017
"322","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.2,2017
"323","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.5,2017
"324","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",31.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.7,2017
"325","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.8,2017
"326","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",41.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.7,2017
"327","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",42.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.2,2017
"328","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.5,2017
"329","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",42.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.1,2017
"330","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",49.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",49.3,2017
"331","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",45.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",45.5,2017
"332","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.4,2017
"333","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.3,2017
"334","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",40.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.6,2017
"335","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.2,2017
"336","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.4,2017
"337","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",53.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",53.8,2017
"338","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",42.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.9,2017
"339","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.5,2017
"340","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.4,2017
"341","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35,2017
"342","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.1,2017
"343","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",46,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",46,2017
"344","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.8,2017
"345","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44,2017
"346","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.1,2017
"347","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.7,2017
"348","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.3,2017
"349","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.1,2017
"350","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",42.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.4,2017
"351","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",31.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.7,2017
"352","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",40.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.7,2017
"353","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.5,2017
"354","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",22.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",22.8,2017
"355","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33,2017
"356","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.1,2017
"357","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",40.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.7,2017
"358","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.1,2017
"359","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.7,2017
"360","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",41.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.9,2017
"361","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.3,2017
"362","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.6,2017
"363","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.8,2017
"364","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.3,2017
"365","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.6,2017
"366","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",46,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",46,2017
"367","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.9,2017
"368","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.6,2017
"369","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.4,2017
"370","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41,2017
"371","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.4,2017
"372","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.1,2017
"373","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.9,2017
"374","Hayford-King",NA,"Nucella lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.2,2017
